INDV	N_DATA	N_GENOTYPES_FILTERED	N_MISS	F_MISS	Species	Admix_K7_pops_outgroups_num	Country	IND_ID
Pr_1989	22059	0	203	0.00920259	Pieris_rapae	2	Italy	Pr_1989_Italy_K_2
Pr_199	22059	0	145	0.00657328	Pieris_rapae	4	USA	Pr_199_USA_K_4
Pr_1990	22059	0	219	0.00992792	Pieris_rapae	4	Mexico	Pr_1990_Mexico_K_4
Pr_1991	22059	0	239	0.0108346	Pieris_rapae	4	Mexico	Pr_1991_Mexico_K_4
Pr_1992	22059	0	321	0.0145519	Pieris_rapae	4	Mexico	Pr_1992_Mexico_K_4
Pr_1993	22059	0	331	0.0150052	Pieris_rapae	4	Mexico	Pr_1993_Mexico_K_4
Pr_1994	22059	0	217	0.00983725	Pieris_rapae	2	Poland	Pr_1994_Poland_K_2
Pr_1995	22059	0	177	0.00802394	Pieris_rapae	2	Poland	Pr_1995_Poland_K_2
Pr_1996	22059	0	233	0.0105626	Pieris_rapae	2	Poland	Pr_1996_Poland_K_2
Pr_1997	22059	0	197	0.0089306	Pieris_rapae	2	Poland	Pr_1997_Poland_K_2
Pr_1998	22059	0	221	0.0100186	Pieris_rapae	2	Poland	Pr_1998_Poland_K_2
Pr_1999	22059	0	195	0.00883993	Pieris_rapae	2	Poland	Pr_1999_Poland_K_2
Pr_2	22059	0	156	0.00707194	Pieris_rapae	4	USA	Pr_2_USA_K_4
Pr_200	22059	0	1255	0.0568929	Pieris_rapae	4	USA	Pr_200_USA_K_4
Pr_2000	22059	0	197	0.0089306	Pieris_rapae	2	Poland	Pr_2000_Poland_K_2
Pr_2001	22059	0	196	0.00888526	Pieris_rapae	2	Poland	Pr_2001_Poland_K_2
Pr_2002	22059	0	240	0.0108799	Pieris_rapae	2	Poland	Pr_2002_Poland_K_2
Pr_2003	22059	0	202	0.00915726	Pieris_rapae	2	Poland	Pr_2003_Poland_K_2
Pr_2004	22059	0	251	0.0113786	Pieris_rapae	2	Poland	Pr_2004_Poland_K_2
Pr_2005	22059	0	225	0.0101999	Pieris_rapae	2	Poland	Pr_2005_Poland_K_2
Pr_2006	22059	0	233	0.0105626	Pieris_rapae	1	Algeria	Pr_2006_Algeria_K_1
Pr_2007	22059	0	582	0.0263838	Pieris_rapae	7	China	Pr_2007_China_K_7
Pr_2008	22059	0	765	0.0346797	Pieris_rapae	7	China	Pr_2008_China_K_7
Pr_2009	22059	0	9637	0.436874	Pieris_canidia	8	NA	Pr_2009_NA_K_8
Pr_2010	22059	0	719	0.0325944	Pieris_rapae	7	Japan	Pr_2010_Japan_K_7
Pr_2011	22059	0	748	0.0339091	Pieris_rapae	7	Japan	Pr_2011_Japan_K_7
Pr_2012	22059	0	737	0.0334104	Pieris_rapae	7	Japan	Pr_2012_Japan_K_7
Pr_2013	22059	0	199	0.00902126	Pieris_rapae	1	Tunisia	Pr_2013_Tunisia_K_1
Pr_2014	22059	0	197	0.0089306	Pieris_rapae	1	Morocco	Pr_2014_Morocco_K_1
Pr_2015	22059	0	206	0.00933859	Pieris_rapae	1	Algeria	Pr_2015_Algeria_K_1
Pr_2016	22059	0	175	0.00793327	Pieris_rapae	1	Algeria	Pr_2016_Algeria_K_1
Pr_2017	22059	0	208	0.00942926	Pieris_rapae	1	Algeria	Pr_2017_Algeria_K_1
Pr_2018	22059	0	215	0.00974659	Pieris_rapae	1	Algeria	Pr_2018_Algeria_K_1
Pr_2019	22059	0	206	0.00933859	Pieris_rapae	1	Tunisia	Pr_2019_Tunisia_K_1
Pr_202	22059	0	131	0.00593862	Pieris_rapae	4	USA	Pr_202_USA_K_4
Pr_2020	22059	0	296	0.0134186	Pieris_rapae	1	Tunisia	Pr_2020_Tunisia_K_1
Pr_2021	22059	0	150	0.00679995	Pieris_rapae	1	Tunisia	Pr_2021_Tunisia_K_1
Pr_2022	22059	0	211	0.00956526	Pieris_rapae	1	Tunisia	Pr_2022_Tunisia_K_1
Pr_2023	22059	0	837	0.0379437	Pieris_rapae	1	Tunisia	Pr_2023_Tunisia_K_1
Pr_2024	22059	0	213	0.00965592	Pieris_rapae	1	Tunisia	Pr_2024_Tunisia_K_1
Pr_2025	22059	0	192	0.00870393	Pieris_rapae	1	Tunisia	Pr_2025_Tunisia_K_1
Pr_2026	22059	0	639	0.0289678	Pieris_rapae	7	Greece	Pr_2026_Greece_K_7
Pr_2027	22059	0	588	0.0266558	Pieris_rapae	7	Greece	Pr_2027_Greece_K_7
Pr_2028	22059	0	186	0.00843193	Pieris_rapae	1	Morocco	Pr_2028_Morocco_K_1
Pr_2029	22059	0	189	0.00856793	Pieris_rapae	1	Morocco	Pr_2029_Morocco_K_1
Pr_2030	22059	0	187	0.00847727	Pieris_rapae	1	Algeria	Pr_2030_Algeria_K_1
Pr_2031	22059	0	174	0.00788794	Pieris_rapae	2	Italy	Pr_2031_Italy_K_2
Pr_2032	22059	0	261	0.0118319	Pieris_rapae	1	Morocco	Pr_2032_Morocco_K_1
Pr_2033	22059	0	202	0.00915726	Pieris_rapae	1	Morocco	Pr_2033_Morocco_K_1
Pr_2034	22059	0	260	0.0117866	Pieris_rapae	1	Morocco	Pr_2034_Morocco_K_1
Pr_2035	22059	0	167	0.00757061	Pieris_rapae	1	Morocco	Pr_2035_Morocco_K_1
Pr_2036	22059	0	190	0.00861326	Pieris_rapae	1	Morocco	Pr_2036_Morocco_K_1
Pr_2037	22059	0	195	0.00883993	Pieris_rapae	1	Morocco	Pr_2037_Morocco_K_1
Pr_2038	22059	0	176	0.0079786	Pieris_rapae	1	Morocco	Pr_2038_Morocco_K_1
Pr_2039	22059	0	219	0.00992792	Pieris_rapae	1	Morocco	Pr_2039_Morocco_K_1
Pr_204	22059	0	163	0.00738927	Pieris_rapae	4	USA	Pr_204_USA_K_4
Pr_2040	22059	0	197	0.0089306	Pieris_rapae	2	France	Pr_2040_France_K_2
Pr_2041	22059	0	189	0.00856793	Pieris_rapae	2	Italy	Pr_2041_Italy_K_2
Pr_2042	22059	0	212	0.00961059	Pieris_rapae	2	Malta	Pr_2042_Malta_K_2
Pr_2043	22059	0	216	0.00979192	Pieris_rapae	2	Malta	Pr_2043_Malta_K_2
Pr_2044	22059	0	211	0.00956526	Pieris_rapae	2	Malta	Pr_2044_Malta_K_2
Pr_2045	22059	0	213	0.00965592	Pieris_rapae	2	Malta	Pr_2045_Malta_K_2
Pr_2046	22059	0	223	0.0101093	Pieris_rapae	2	Malta	Pr_2046_Malta_K_2
Pr_2047	22059	0	194	0.0087946	Pieris_rapae	2	Malta	Pr_2047_Malta_K_2
Pr_2048	22059	0	211	0.00956526	Pieris_rapae	2	Malta	Pr_2048_Malta_K_2
Pr_2049	22059	0	206	0.00933859	Pieris_rapae	2	Spain	Pr_2049_Spain_K_2
Pr_2050	22059	0	209	0.00947459	Pieris_rapae	1	Morocco	Pr_2050_Morocco_K_1
Pr_2051	22059	0	204	0.00924793	Pieris_rapae	2	Malta	Pr_2051_Malta_K_2
Pr_2052	22059	0	235	0.0106532	Pieris_rapae	2	Malta	Pr_2052_Malta_K_2
Pr_2053	22059	0	229	0.0103813	Pieris_rapae	2	Malta	Pr_2053_Malta_K_2
Pr_2054	22059	0	290	0.0131466	Pieris_rapae	2	Romania	Pr_2054_Romania_K_2
Pr_2055	22059	0	189	0.00856793	Pieris_rapae	2	France	Pr_2055_France_K_2
Pr_2056	22059	0	243	0.0110159	Pieris_rapae	2	Estonia	Pr_2056_Estonia_K_2
Pr_2057	22059	0	219	0.00992792	Pieris_rapae	2	Estonia	Pr_2057_Estonia_K_2
Pr_2058	22059	0	179	0.0081146	Pieris_rapae	2	Estonia	Pr_2058_Estonia_K_2
Pr_2059	22059	0	217	0.00983725	Pieris_rapae	2	Estonia	Pr_2059_Estonia_K_2
Pr_2060	22059	0	187	0.00847727	Pieris_rapae	2	France	Pr_2060_France_K_2
Pr_2061	22059	0	196	0.00888526	Pieris_rapae	2	Spain	Pr_2061_Spain_K_2
Pr_2062	22059	0	202	0.00915726	Pieris_rapae	2	Romania	Pr_2062_Romania_K_2
Pr_2063	22059	0	266	0.0120586	Pieris_rapae	2	Romania	Pr_2063_Romania_K_2
Pr_2064	22059	0	178	0.00806927	Pieris_rapae	1	Tunisia	Pr_2064_Tunisia_K_1
Pr_2065	22059	0	234	0.0106079	Pieris_rapae	2	Spain	Pr_2065_Spain_K_2
Pr_2066	22059	0	198	0.00897593	Pieris_rapae	2	Spain	Pr_2066_Spain_K_2
Pr_2067	22059	0	215	0.00974659	Pieris_rapae	2	Romania	Pr_2067_Romania_K_2
Pr_2068	22059	0	160	0.00725328	Pieris_rapae	2	Romania	Pr_2068_Romania_K_2
Pr_2069	22059	0	177	0.00802394	Pieris_rapae	2	Romania	Pr_2069_Romania_K_2
Pr_2070	22059	0	246	0.0111519	Pieris_rapae	2	Romania	Pr_2070_Romania_K_2
Pr_2071	22059	0	207	0.00938392	Pieris_rapae	2	Romania	Pr_2071_Romania_K_2
Pr_2072	22059	0	190	0.00861326	Pieris_rapae	2	Romania	Pr_2072_Romania_K_2
Pr_2073	22059	0	199	0.00902126	Pieris_rapae	2	Romania	Pr_2073_Romania_K_2
Pr_2074	22059	0	191	0.0086586	Pieris_rapae	2	Romania	Pr_2074_Romania_K_2
Pr_2075	22059	0	225	0.0101999	Pieris_rapae	2	France	Pr_2075_France_K_2
Pr_2076	22059	0	292	0.0132372	Pieris_rapae	5	USA	Pr_2076_USA_K_5
Pr_2077	22059	0	449	0.0203545	Pieris_rapae	4	Mexico	Pr_2077_Mexico_K_4
Pr_2078	22059	0	355	0.0160932	Pieris_rapae	5	USA	Pr_2078_USA_K_5
Pr_2079	22059	0	376	0.0170452	Pieris_rapae	4	Mexico	Pr_2079_Mexico_K_4
Pr_208	22059	0	209	0.00947459	Pieris_rapae	4	USA	Pr_208_USA_K_4
Pr_2080	22059	0	297	0.0134639	Pieris_rapae	5	USA	Pr_2080_USA_K_5
Pr_2081	22059	0	262	0.0118772	Pieris_rapae	5	USA	Pr_2081_USA_K_5
Pr_2082	22059	0	246	0.0111519	Pieris_rapae	5	USA	Pr_2082_USA_K_5
Pr_2083	22059	0	250	0.0113332	Pieris_rapae	5	USA	Pr_2083_USA_K_5
Pr_2084	22059	0	230	0.0104266	Pieris_rapae	5	USA	Pr_2084_USA_K_5
Pr_2087	22059	0	192	0.00870393	Pieris_rapae	4	USA	Pr_2087_USA_K_4
Pr_2089	22059	0	885	0.0401197	Pieris_rapae	6	Russia	Pr_2089_Russia_K_6
Pr_209	22059	0	192	0.00870393	Pieris_rapae	4	USA	Pr_209_USA_K_4
Pr_2090	22059	0	734	0.0332744	Pieris_rapae	6	Russia	Pr_2090_Russia_K_6
Pr_2094	22059	0	13680	0.620155	Pieris_napi	10	NA	Pr_2094_NA_K_10
Pr_2096	22059	0	195	0.00883993	Pieris_rapae	2	Russia	Pr_2096_Russia_K_2
Pr_2099	22059	0	216	0.00979192	Pieris_rapae	2	Russia	Pr_2099_Russia_K_2
Pr_2100	22059	0	243	0.0110159	Pieris_rapae	2	Russia	Pr_2100_Russia_K_2
Pr_2101	22059	0	820	0.037173	Pieris_rapae	6	Russia	Pr_2101_Russia_K_6
Pr_2102	22059	0	919	0.041661	Pieris_rapae	6	Russia	Pr_2102_Russia_K_6
Pr_2103	22059	0	970	0.043973	Pieris_rapae	6	Russia	Pr_2103_Russia_K_6
Pr_2104	22059	0	948	0.0429757	Pieris_rapae	6	Russia	Pr_2104_Russia_K_6
Pr_2105	22059	0	909	0.0412077	Pieris_rapae	6	Russia	Pr_2105_Russia_K_6
Pr_2106	22059	0	923	0.0418423	Pieris_rapae	6	Russia	Pr_2106_Russia_K_6
Pr_2107	22059	0	1037	0.0470103	Pieris_rapae	6	Russia	Pr_2107_Russia_K_6
Pr_2108	22059	0	852	0.0386237	Pieris_rapae	6	Russia	Pr_2108_Russia_K_6
Pr_2109	22059	0	856	0.038805	Pieris_rapae	6	Russia	Pr_2109_Russia_K_6
Pr_2110	22059	0	814	0.036901	Pieris_rapae	6	Russia	Pr_2110_Russia_K_6
Pr_2111	22059	0	630	0.0285598	Pieris_rapae	7	South_Korea	Pr_2111_South_Korea_K_7
Pr_2112	22059	0	695	0.0315064	Pieris_rapae	7	South_Korea	Pr_2112_South_Korea_K_7
Pr_2117	22059	0	1990	0.0902126	Pieris_rapae	7	South_Korea	Pr_2117_South_Korea_K_7
Pr_2123	22059	0	3543	0.160615	Pieris_rapae	7	South_Korea	Pr_2123_South_Korea_K_7
Pr_221	22059	0	128	0.00580262	Pieris_rapae	4	USA	Pr_221_USA_K_4
Pr_231	22059	0	165	0.00747994	Pieris_rapae	4	USA	Pr_231_USA_K_4
Pr_249	22059	0	164	0.00743461	Pieris_rapae	4	USA	Pr_249_USA_K_4
Pr_250	22059	0	198	0.00897593	Pieris_rapae	4	USA	Pr_250_USA_K_4
Pr_254	22059	0	164	0.00743461	Pieris_rapae	5	USA	Pr_254_USA_K_5
Pr_256	22059	0	834	0.0378077	Pieris_rapae	4	USA	Pr_256_USA_K_4
Pr_257	22059	0	165	0.00747994	Pieris_rapae	4	USA	Pr_257_USA_K_4
Pr_261	22059	0	1792	0.0812367	Pieris_rapae	4	USA	Pr_261_USA_K_4
Pr_293	22059	0	2557	0.115916	Pieris_rapae	4	Canada	Pr_293_Canada_K_4
Pr_3	22059	0	166	0.00752527	Pieris_rapae	4	USA	Pr_3_USA_K_4
Pr_301	22059	0	156	0.00707194	Pieris_rapae	4	Canada	Pr_301_Canada_K_4
Pr_312	22059	0	136	0.00616528	Pieris_rapae	4	Canada	Pr_312_Canada_K_4
Pr_347	22059	0	1108	0.0502289	Pieris_rapae	4	USA	Pr_347_USA_K_4
Pr_357	22059	0	241	0.0109252	Pieris_rapae	5	USA	Pr_357_USA_K_5
Pr_358	22059	0	2374	0.10762	Pieris_rapae	5	USA	Pr_358_USA_K_5
Pr_359	22059	0	691	0.0313251	Pieris_rapae	5	USA	Pr_359_USA_K_5
Pr_363	22059	0	1327	0.0601569	Pieris_rapae	5	USA	Pr_363_USA_K_5
Pr_369	22059	0	205	0.00929326	Pieris_rapae	5	USA	Pr_369_USA_K_5
Pr_370	22059	0	135	0.00611995	Pieris_rapae	5	USA	Pr_370_USA_K_5
Pr_371	22059	0	190	0.00861326	Pieris_rapae	5	USA	Pr_371_USA_K_5
Pr_372	22059	0	154	0.00698128	Pieris_rapae	5	USA	Pr_372_USA_K_5
Pr_373	22059	0	122	0.00553062	Pieris_rapae	5	USA	Pr_373_USA_K_5
Pr_374	22059	0	100	0.0045333	Pieris_rapae	5	USA	Pr_374_USA_K_5
Pr_375	22059	0	146	0.00661861	Pieris_rapae	5	USA	Pr_375_USA_K_5
Pr_377	22059	0	1002	0.0454236	Pieris_rapae	5	USA	Pr_377_USA_K_5
Pr_383	22059	0	324	0.0146879	Pieris_rapae	4	USA	Pr_383_USA_K_4
Pr_384	22059	0	187	0.00847727	Pieris_rapae	4	USA	Pr_384_USA_K_4
Pr_386	22059	0	1350	0.0611995	Pieris_rapae	4	USA	Pr_386_USA_K_4
Pr_391	22059	0	565	0.0256131	Pieris_rapae	4	USA	Pr_391_USA_K_4
Pr_392	22059	0	1434	0.0650075	Pieris_rapae	5	USA	Pr_392_USA_K_5
Pr_4	22059	0	173	0.0078426	Pieris_rapae	4	USA	Pr_4_USA_K_4
Pr_40	22059	0	1133	0.0513623	Pieris_rapae	4	USA	Pr_40_USA_K_4
Pr_41	22059	0	177	0.00802394	Pieris_rapae	4	USA	Pr_41_USA_K_4
Pr_43	22059	0	177	0.00802394	Pieris_rapae	4	USA	Pr_43_USA_K_4
Pr_441	22059	0	657	0.0297838	Pieris_rapae	5	USA	Pr_441_USA_K_5
Pr_442	22059	0	644	0.0291944	Pieris_rapae	5	USA	Pr_442_USA_K_5
Pr_473	22059	0	198	0.00897593	Pieris_rapae	4	USA	Pr_473_USA_K_4
Pr_474	22059	0	1624	0.0736207	Pieris_rapae	4	USA	Pr_474_USA_K_4
Pr_475	22059	0	113	0.00512263	Pieris_rapae	5	USA	Pr_475_USA_K_5
Pr_487	22059	0	176	0.0079786	Pieris_rapae	4	USA	Pr_487_USA_K_4
Pr_496	22059	0	1408	0.0638288	Pieris_rapae	4	USA	Pr_496_USA_K_4
Pr_5	22059	0	180	0.00815993	Pieris_rapae	4	USA	Pr_5_USA_K_4
Pr_51	22059	0	353	0.0160025	Pieris_rapae	4	USA	Pr_51_USA_K_4
Pr_514	22059	0	554	0.0251145	Pieris_rapae	4	USA	Pr_514_USA_K_4
Pr_531	22059	0	428	0.0194025	Pieris_rapae	4	USA	Pr_531_USA_K_4
Pr_538	22059	0	228	0.0103359	Pieris_rapae	4	USA	Pr_538_USA_K_4
Pr_540	22059	0	237	0.0107439	Pieris_rapae	4	USA	Pr_540_USA_K_4
Pr_57	22059	0	146	0.00661861	Pieris_rapae	4	USA	Pr_57_USA_K_4
Pr_570	22059	0	407	0.0184505	Pieris_rapae	4	USA	Pr_570_USA_K_4
Pr_589	22059	0	472	0.0213972	Pieris_rapae	4	USA	Pr_589_USA_K_4
Pr_59	22059	0	120	0.00543996	Pieris_rapae	4	USA	Pr_59_USA_K_4
Pr_590	22059	0	201	0.00911193	Pieris_rapae	4	USA	Pr_590_USA_K_4
Pr_597	22059	0	193	0.00874926	Pieris_rapae	4	Canada	Pr_597_Canada_K_4
Pr_6	22059	0	137	0.00621062	Pieris_rapae	4	USA	Pr_6_USA_K_4
Pr_606	22059	0	153	0.00693594	Pieris_rapae	4	Canada	Pr_606_Canada_K_4
Pr_614	22059	0	2081	0.0943379	Pieris_rapae	4	USA	Pr_614_USA_K_4
Pr_63	22059	0	490	0.0222132	Pieris_rapae	4	USA	Pr_63_USA_K_4
Pr_65	22059	0	807	0.0365837	Pieris_rapae	4	USA	Pr_65_USA_K_4
Pr_67	22059	0	1046	0.0474183	Pieris_rapae	4	USA	Pr_67_USA_K_4
Pr_68	22059	0	553	0.0250691	Pieris_rapae	4	USA	Pr_68_USA_K_4
Pr_69	22059	0	1731	0.0784714	Pieris_rapae	4	USA	Pr_69_USA_K_4
Pr_7	22059	0	150	0.00679995	Pieris_rapae	4	USA	Pr_7_USA_K_4
Pr_700	22059	0	219	0.00992792	Pieris_rapae	5	USA	Pr_700_USA_K_5
Pr_701	22059	0	198	0.00897593	Pieris_rapae	5	USA	Pr_701_USA_K_5
Pr_702	22059	0	206	0.00933859	Pieris_rapae	5	USA	Pr_702_USA_K_5
Pr_703	22059	0	251	0.0113786	Pieris_rapae	5	USA	Pr_703_USA_K_5
Pr_704	22059	0	176	0.0079786	Pieris_rapae	5	USA	Pr_704_USA_K_5
Pr_706	22059	0	164	0.00743461	Pieris_rapae	5	USA	Pr_706_USA_K_5
Pr_707	22059	0	198	0.00897593	Pieris_rapae	5	USA	Pr_707_USA_K_5
Pr_708	22059	0	172	0.00779727	Pieris_rapae	5	USA	Pr_708_USA_K_5
Pr_709	22059	0	180	0.00815993	Pieris_rapae	5	USA	Pr_709_USA_K_5
Pr_710	22059	0	927	0.0420237	Pieris_rapae	4	USA	Pr_710_USA_K_4
Pr_713	22059	0	156	0.00707194	Pieris_rapae	4	USA	Pr_713_USA_K_4
Pr_718	22059	0	142	0.00643728	Pieris_rapae	4	USA	Pr_718_USA_K_4
Pr_720	22059	0	150	0.00679995	Pieris_rapae	4	USA	Pr_720_USA_K_4
Pr_722	22059	0	148	0.00670928	Pieris_rapae	4	USA	Pr_722_USA_K_4
Pr_738	22059	0	167	0.00757061	Pieris_rapae	4	USA	Pr_738_USA_K_4
Pr_739	22059	0	368	0.0166825	Pieris_rapae	4	USA	Pr_739_USA_K_4
Pr_744	22059	0	147	0.00666395	Pieris_rapae	4	USA	Pr_744_USA_K_4
Pr_747	22059	0	147	0.00666395	Pieris_rapae	4	USA	Pr_747_USA_K_4
Pr_748	22059	0	169	0.00766127	Pieris_rapae	4	USA	Pr_748_USA_K_4
Pr_75	22059	0	187	0.00847727	Pieris_rapae	4	USA	Pr_75_USA_K_4
Pr_750	22059	0	187	0.00847727	Pieris_rapae	4	USA	Pr_750_USA_K_4
Pr_751	22059	0	172	0.00779727	Pieris_rapae	4	USA	Pr_751_USA_K_4
Pr_76	22059	0	730	0.0330931	Pieris_rapae	4	USA	Pr_76_USA_K_4
Pr_761	22059	0	721	0.0326851	Pieris_rapae	4	USA	Pr_761_USA_K_4
Pr_763	22059	0	149	0.00675461	Pieris_rapae	5	USA	Pr_763_USA_K_5
Pr_764	22059	0	159	0.00720794	Pieris_rapae	5	USA	Pr_764_USA_K_5
Pr_765	22059	0	176	0.0079786	Pieris_rapae	5	USA	Pr_765_USA_K_5
Pr_766	22059	0	119	0.00539462	Pieris_rapae	5	USA	Pr_766_USA_K_5
Pr_768	22059	0	151	0.00684528	Pieris_rapae	5	USA	Pr_768_USA_K_5
Pr_769	22059	0	116	0.00525862	Pieris_rapae	5	USA	Pr_769_USA_K_5
Pr_771	22059	0	150	0.00679995	Pieris_rapae	5	USA	Pr_771_USA_K_5
Pr_772	22059	0	165	0.00747994	Pieris_rapae	5	USA	Pr_772_USA_K_5
Pr_775	22059	0	1108	0.0502289	Pieris_rapae	2	Portugal	Pr_775_Portugal_K_2
Pr_779	22059	0	311	0.0140986	Pieris_rapae	2	England	Pr_779_England_K_2
Pr_784	22059	0	222	0.0100639	Pieris_rapae	2	England	Pr_784_England_K_2
Pr_793	22059	0	501	0.0227118	Pieris_rapae	2	Finland	Pr_793_Finland_K_2
Pr_8	22059	0	146	0.00661861	Pieris_rapae	4	USA	Pr_8_USA_K_4
Pr_84	22059	0	1080	0.0489596	Pieris_rapae	4	USA	Pr_84_USA_K_4
Pr_842	22059	0	1028	0.0466023	Pieris_rapae	2	Spain	Pr_842_Spain_K_2
Pr_867	22059	0	272	0.0123306	Pieris_rapae	2	Spain	Pr_867_Spain_K_2
Pr_869	22059	0	179	0.0081146	Pieris_rapae	2	Spain	Pr_869_Spain_K_2
Pr_876	22059	0	331	0.0150052	Pieris_rapae	2	Spain	Pr_876_Spain_K_2
Pr_877	22059	0	308	0.0139626	Pieris_rapae	2	Spain	Pr_877_Spain_K_2
Pr_879	22059	0	247	0.0111972	Pieris_rapae	2	Spain	Pr_879_Spain_K_2
Pr_88	22059	0	277	0.0125572	Pieris_rapae	5	USA	Pr_88_USA_K_5
Pr_880	22059	0	219	0.00992792	Pieris_rapae	2	Spain	Pr_880_Spain_K_2
Pr_882	22059	0	173	0.0078426	Pieris_rapae	2	Spain	Pr_882_Spain_K_2
Pr_887	22059	0	663	0.0300558	Pieris_rapae	7	Japan	Pr_887_Japan_K_7
Pr_888	22059	0	638	0.0289224	Pieris_rapae	7	Japan	Pr_888_Japan_K_7
Pr_891	22059	0	685	0.0310531	Pieris_rapae	7	Japan	Pr_891_Japan_K_7
Pr_893	22059	0	661	0.0299651	Pieris_rapae	7	Japan	Pr_893_Japan_K_7
Pr_894	22059	0	661	0.0299651	Pieris_rapae	7	Japan	Pr_894_Japan_K_7
Pr_896	22059	0	182	0.0082506	Pieris_rapae	4	USA	Pr_896_USA_K_4
Pr_898	22059	0	144	0.00652795	Pieris_rapae	4	USA	Pr_898_USA_K_4
Pr_899	22059	0	119	0.00539462	Pieris_rapae	4	USA	Pr_899_USA_K_4
Pr_9	22059	0	197	0.0089306	Pieris_rapae	4	USA	Pr_9_USA_K_4
Pr_902	22059	0	175	0.00793327	Pieris_rapae	4	USA	Pr_902_USA_K_4
Pr_909	22059	0	929	0.0421143	Pieris_rapae	4	USA	Pr_909_USA_K_4
Pr_911	22059	0	242	0.0109706	Pieris_rapae	3	Australia	Pr_911_Australia_K_3
Pr_913	22059	0	247	0.0111972	Pieris_rapae	3	Australia	Pr_913_Australia_K_3
Pr_914	22059	0	287	0.0130106	Pieris_rapae	3	Australia	Pr_914_Australia_K_3
Pr_915	22059	0	151	0.00684528	Pieris_rapae	3	Australia	Pr_915_Australia_K_3
Pr_916	22059	0	178	0.00806927	Pieris_rapae	3	Australia	Pr_916_Australia_K_3
Pr_919	22059	0	825	0.0373997	Pieris_rapae	7	Georgia	Pr_919_Georgia_K_7
Pr_92	22059	0	243	0.0110159	Pieris_rapae	5	USA	Pr_92_USA_K_5
Pr_921	22059	0	14546	0.659413	Pieris_napi	10	NA	Pr_921_NA_K_10
Pr_922	22059	0	755	0.0342264	Pieris_rapae	7	Georgia	Pr_922_Georgia_K_7
Pr_923	22059	0	2899	0.13142	Pieris_rapae	7	Georgia	Pr_923_Georgia_K_7
Pr_924	22059	0	14198	0.643638	Pieris_napi	10	NA	Pr_924_NA_K_10
Pr_925	22059	0	13939	0.631896	Pieris_napi	10	NA	Pr_925_NA_K_10
Pr_926	22059	0	526	0.0238451	Pieris_rapae	7	Georgia	Pr_926_Georgia_K_7
Pr_927	22059	0	561	0.0254318	Pieris_rapae	7	Georgia	Pr_927_Georgia_K_7
Pr_928	22059	0	2352	0.106623	Pieris_rapae	7	Georgia	Pr_928_Georgia_K_7
Pr_929	22059	0	530	0.0240265	Pieris_rapae	7	Georgia	Pr_929_Georgia_K_7
Pr_930	22059	0	473	0.0214425	Pieris_rapae	7	Georgia	Pr_930_Georgia_K_7
Pr_931	22059	0	677	0.0306904	Pieris_rapae	7	Georgia	Pr_931_Georgia_K_7
Pr_936	22059	0	500	0.0226665	Pieris_rapae	7	Georgia	Pr_936_Georgia_K_7
Pr_938	22059	0	511	0.0231651	Pieris_rapae	7	Georgia	Pr_938_Georgia_K_7
Pr_939	22059	0	676	0.0306451	Pieris_rapae	7	Georgia	Pr_939_Georgia_K_7
Pr_940	22059	0	528	0.0239358	Pieris_rapae	7	Georgia	Pr_940_Georgia_K_7
Pr_941	22059	0	576	0.0261118	Pieris_rapae	7	Georgia	Pr_941_Georgia_K_7
Pr_942	22059	0	578	0.0262025	Pieris_rapae	7	Georgia	Pr_942_Georgia_K_7
Pr_944	22059	0	191	0.0086586	Pieris_rapae	2	Czech_Republic	Pr_944_Czech_Republic_K_2
Pr_946	22059	0	221	0.0100186	Pieris_rapae	2	Czech_Republic	Pr_946_Czech_Republic_K_2
Pr_948	22059	0	198	0.00897593	Pieris_rapae	2	Czech_Republic	Pr_948_Czech_Republic_K_2
Pr_95	22059	0	1734	0.0786074	Pieris_rapae	5	USA	Pr_95_USA_K_5
Pr_950	22059	0	214	0.00970126	Pieris_rapae	2	Czech_Republic	Pr_950_Czech_Republic_K_2
Pr_951	22059	0	275	0.0124666	Pieris_rapae	2	Czech_Republic	Pr_951_Czech_Republic_K_2
Pr_954	22059	0	188	0.0085226	Pieris_rapae	2	Czech_Republic	Pr_954_Czech_Republic_K_2
Pr_955	22059	0	241	0.0109252	Pieris_rapae	2	Czech_Republic	Pr_955_Czech_Republic_K_2
Pr_957	22059	0	1497	0.0678635	Pieris_rapae	2	Czech_Republic	Pr_957_Czech_Republic_K_2
Pr_959	22059	0	1484	0.0672741	Pieris_rapae	2	Czech_Republic	Pr_959_Czech_Republic_K_2
Pr_960	22059	0	199	0.00902126	Pieris_rapae	2	Czech_Republic	Pr_960_Czech_Republic_K_2
Pr_961	22059	0	214	0.00970126	Pieris_rapae	2	Czech_Republic	Pr_961_Czech_Republic_K_2
Pr_965	22059	0	220	0.00997325	Pieris_rapae	2	Czech_Republic	Pr_965_Czech_Republic_K_2
Pr_970	22059	0	235	0.0106532	Pieris_rapae	2	Czech_Republic	Pr_970_Czech_Republic_K_2
Pr_975	22059	0	195	0.00883993	Pieris_rapae	2	Czech_Republic	Pr_975_Czech_Republic_K_2
Pr_976	22059	0	228	0.0103359	Pieris_rapae	2	Czech_Republic	Pr_976_Czech_Republic_K_2
Pr_977	22059	0	197	0.0089306	Pieris_rapae	2	Czech_Republic	Pr_977_Czech_Republic_K_2
